843, 43, 80, 83
858, 5, 43, 33
948, 8, 58, 32
936, 45, 87, 78
868, 128, 23, 37
968, 126, 20, 37
8, 848, 53, 32
21, 831, 27, 15
28, 881, 15, 4
40, 161, 56, 49
135, 161, 55, 47
265, 161, 55, 47
365, 165, 48, 40
203, 31, 48, 52
203, 103, 50, 42
645, 225, 51, 46
711, 228, 52, 43
805, 323, 60, 47
805, 386, 63, 47
1003, 383, 48, 50
1003, 318, 48, 52
141, 838, 47, 43
263, 833, 53, 47
396, 836, 50, 42
875, 833, 51, 45
971, 835, 54, 48
10, 1030, 53, 43
136, 1030, 54, 40
261, 1028, 55, 47
395, 1030, 53, 40
618, 1025, 52, 46
743, 1025, 55, 48
873, 1026, 55, 45
1001, 1028, 49, 42
838, 578, 53, 50
968, 575, 53, 50
41, 386, 54, 47
138, 383, 48, 53
